2720;0;1
2400;0;2
2030;0;3
2030;0;4
2030;0;5
2020;0;6
2020;0;7
1985;0;8
1910;0;9
1900;0;10
1835;0;11
1795;0;12
1790;0;13
1790;0;14
1790;0;15
1790;0;16
1790;0;17
1790;0;18
1790;0;19
1790;0;20
1790;0;21
1790;0;22
1790;0;23
1790;0;24
1790;0;25
1790;0;26
1790;0;27
1790;0;28
1790;0;29
1790;0;30
1790;0;31
1790;0;32
1790;0;33
1790;0;34
1790;0;35
1790;0;36
1790;0;37
1790;0;38
1790;0;39
1790;0;40
1790;0;41
1790;0;42
1790;0;43
1790;0;44
1790;0;45
1790;0;46
1790;0;47
1790;0;48
1790;0;49
1790;0;50
1790;0;51
1790;0;52
1790;0;53
1790;0;54
1790;0;55
1790;0;56
1790;0;57
1790;0;58
1790;0;59
1790;0;60
1790;0;61
1790;0;62
1790;0;63
1790;0;64
1790;0;65
1790;0;66
1790;0;67
1790;0;68
1790;0;69
1790;0;70
1790;0;71
1790;0;72
1790;0;73
1790;0;74
1790;0;75
1790;0;76
1790;0;77
1790;0;78
1790;0;79
1790;0;80
1790;0;81
1790;0;82
1790;0;83
1790;0;84
1790;0;85
1790;0;86
1790;0;87
1790;0;88
1790;0;89
1790;0;90
1790;0;91
1790;0;92
1790;0;93
1790;0;94
1790;0;95
1790;0;96
1790;0;97
1790;0;98
1790;0;99
1790;0;100
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
1790;;
